,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
146,butaritari,4,KI,1602430239,75,3.07,172.79,27.13,6.37
532,bandarbeyla,0,SO,1602430308,74,9.49,50.81,26.48,2.69
494,le vauclin,15,MQ,1602430790,74,14.55,-60.84,30.0,7.7
61,tuktoyaktuk,90,CA,1602430240,74,69.45,-133.04,-1.0,9.3
524,anchorage,90,US,1602430796,74,61.22,-149.9,5.56,0.68
469,boende,95,CD,1602430785,74,-0.22,20.87,26.72,2.33
422,champerico,20,GT,1602430775,74,14.3,-91.92,29.0,2.1
428,beloha,48,MG,1602430776,74,-25.17,45.05,20.44,2.3
348,ahuimanu,40,US,1602430760,74,21.44,-157.84,26.0,1.5
523,loubomo,98,CG,1602430796,74,-4.2,12.67,25.68,2.93
480,bonthe,63,SL,1602430304,74,7.53,-12.51,28.57,4.28
345,severo-kurilsk,8,RU,1602430232,74,50.68,156.12,6.58,3.33
131,mahajanga,20,MG,1602430713,74,-15.72,46.32,28.0,6.2
252,dakar,40,SN,1602430738,74,14.69,-17.44,31.0,4.1
136,marovoay,20,MG,1602430715,74,-16.1,46.63,28.0,6.2
122,san andres,20,CO,1602430704,74,12.58,-81.7,30.0,4.1
100,nicoya,20,CR,1602430512,74,10.15,-85.45,29.0,2.6
111,dalby,100,AU,1602430710,73,-27.18,151.27,18.33,0.45
164,russell,90,US,1602430720,73,32.35,-85.2,25.0,3.1
220,coahuayana,75,MX,1602430255,73,18.73,-103.68,24.0,0.21
376,kieta,66,PG,1602430765,73,-6.22,155.63,25.93,1.51
154,ribeira grande,40,PT,1602430277,73,38.52,-28.7,23.0,5.7
86,inhambane,75,MZ,1602430705,73,-23.86,35.38,22.0,4.1
442,bundaberg,40,AU,1602430779,73,-24.85,152.35,21.67,2.6
311,tautira,20,PF,1602430753,73,-17.73,-149.15,24.0,2.1
314,teahupoo,20,PF,1602430753,73,-17.83,-149.27,24.0,2.1
308,hearst,61,CA,1602430752,72,49.68,-83.67,4.2,3.64
21,atuona,24,PF,1602430248,72,-9.8,-139.03,25.7,10.95
516,rosarito,90,MX,1602430532,72,32.33,-117.03,20.56,2.6
340,pryluky,81,UA,1602430759,72,50.59,32.39,16.78,1.64
407,lazaro cardenas,100,MX,1602430772,72,17.96,-102.2,29.21,0.86
202,murray bridge,0,AU,1602430728,72,-35.12,139.27,15.56,0.45
77,biak,96,ID,1602430703,71,-0.91,122.88,24.1,3.3
46,raudeberg,40,NO,1602430260,71,61.99,5.14,11.0,6.7
240,richards bay,100,ZA,1602430315,71,-28.78,32.04,16.96,3.15
528,linxia,100,CN,1602430797,71,35.6,103.21,7.29,1.39
104,broome,1,US,1602430708,71,42.25,-75.83,13.33,3.6
153,gouyave,40,GD,1602430718,70,12.16,-61.73,31.0,7.7
206,porlamar,5,VE,1602430729,70,10.96,-63.85,31.0,6.2
406,oussouye,75,SN,1602430772,70,12.48,-16.55,32.0,2.1
183,prince albert,90,CA,1602430494,70,53.2,-105.77,9.0,6.7
360,gulf gate estates,40,US,1602430762,70,27.25,-82.51,30.56,4.1
133,kruisfontein,51,ZA,1602430226,70,-34.0,24.73,15.0,1.34
431,saint-georges,40,GD,1602430776,70,12.06,-61.75,31.0,7.7
115,bathsheba,20,BB,1602430326,70,13.22,-59.52,30.0,8.2
79,puerto rondon,1,CO,1602430704,70,6.28,-71.1,30.96,0.35
233,casablanca,1,MA,1602430735,69,33.59,-7.62,26.0,6.2
106,puerto escondido,40,MX,1602430709,69,15.85,-97.07,28.0,3.1
352,margate,90,GB,1602430285,69,51.38,1.39,13.89,0.89
195,kahului,1,US,1602430270,69,20.89,-156.47,23.89,3.71
423,guerrero negro,4,MX,1602430596,69,27.98,-114.06,22.78,6.02
525,nouakchott,0,MR,1602430778,69,18.09,-15.98,28.0,5.7
511,sur,5,OM,1602430793,69,22.57,59.53,27.21,2.59
467,capreol,20,CA,1602430784,69,46.71,-80.92,5.56,5.1
274,waingapu,44,ID,1602430744,69,-9.66,120.26,27.02,3.31
271,khandbari,5,NP,1602430743,69,27.37,87.2,21.32,0.7
507,port shepstone,86,ZA,1602430638,69,-30.74,30.45,16.26,5.97
204,longyearbyen,75,SJ,1602430274,68,78.22,15.64,-4.0,1.0
68,torbay,90,CA,1602430294,68,47.67,-52.73,18.33,15.4
4,busselton,0,AU,1602430010,68,-33.65,115.33,11.11,3.26
6,barrow,90,US,1602429982,68,71.29,-156.79,-4.0,7.7
9,ushuaia,72,AR,1602430223,68,-54.8,-68.3,8.91,3.46
280,namibe,20,AO,1602430745,68,-15.2,12.15,22.0,5.7
302,ulaanbaatar,6,MN,1602430295,67,47.91,106.88,-7.0,1.0
150,newport,16,GB,1602430552,67,51.59,-3.0,15.56,2.73
186,port elizabeth,75,ZA,1602430252,67,-33.92,25.57,15.0,4.6
392,bosaso,0,SO,1602430769,66,11.28,49.18,30.0,5.7
176,maragogi,29,BR,1602430486,66,-9.01,-35.22,27.95,7.38
520,tecoanapa,92,MX,1602430795,66,16.52,-98.75,29.0,2.38
531,ambilobe,30,MG,1602430797,66,-13.2,49.05,27.47,3.03
433,sao jose da coroa grande,19,BR,1602430777,66,-8.9,-35.15,27.98,7.28
0,saint anthony,40,US,1602430689,66,45.02,-93.22,12.22,4.6
307,uarini,20,BR,1602430752,66,-2.99,-65.11,32.0,2.6
265,kralendijk,75,BQ,1602430742,66,12.15,-68.27,32.0,6.7
15,puerto ayora,20,EC,1602430225,65,-0.74,-90.35,25.0,6.2
141,cidreira,0,BR,1602430229,65,-30.18,-50.21,19.37,8.14
155,cartagena,22,CO,1602430718,65,10.4,-75.51,30.8,1.18
412,hays,0,US,1602430773,65,30.05,-98.03,29.44,1.34
396,huarmey,7,PE,1602430769,65,-10.07,-78.15,21.07,4.55
63,hualmay,4,PE,1602430701,64,-11.1,-77.61,21.08,4.15
57,jasper,1,US,1602430700,64,37.2,-94.35,25.0,5.1
491,bay roberts,95,CA,1602430789,64,47.6,-53.26,19.44,12.46
506,bereda,35,ES,1602430792,64,43.27,-7.54,16.11,5.81
255,esmeraldas,75,BR,1602430739,64,-19.76,-44.31,24.0,5.1
58,bethel,75,US,1602430263,63,41.37,-73.41,16.11,4.1
237,punta alta,63,AR,1602430455,63,-38.88,-62.07,15.58,4.87
296,rocha,44,UY,1602429986,63,-34.48,-54.33,17.98,5.61
188,antofagasta,20,CL,1602430725,63,-23.65,-70.4,19.44,4.6
425,petropavlovsk-kamchatskiy,0,RU,1602430775,63,53.05,158.65,-2.0,2.0
225,torres,0,BR,1602430733,63,-29.34,-49.73,20.59,6.74
212,ampanihy,40,MG,1602430730,62,-24.7,44.75,21.88,4.19
160,boshkengash,20,TJ,1602430719,62,38.47,68.81,12.0,1.07
512,khlevnoye,75,RU,1602430794,62,52.2,39.09,15.0,4.0
505,praya,20,CV,1602430792,62,14.92,-23.51,30.0,8.7
144,juba,12,SS,1602430716,62,4.85,31.58,26.88,0.57
319,llanes,85,ES,1602430754,62,43.42,-4.75,17.22,5.81
172,varhaug,0,NO,1602430721,62,58.61,5.65,13.0,6.2
187,qadian,0,IN,1602430724,61,31.82,75.39,25.0,1.0
264,tartus,20,SY,1602430741,61,34.89,35.89,27.0,2.1
367,berbera,0,SO,1602430764,60,10.44,45.01,29.77,2.25
40,butajira,9,ET,1602430696,60,8.12,38.37,15.75,2.97
28,camacha,75,PT,1602430333,60,33.08,-16.33,23.0,6.7
1,hilo,1,US,1602429984,60,19.73,-155.09,21.11,2.6
475,paola,95,IT,1602430786,60,39.36,16.04,22.0,4.6
11,port alfred,60,ZA,1602430231,60,-33.59,26.89,14.95,3.91
18,maldonado,75,UY,1602430693,59,-34.67,-54.92,18.0,4.1
229,east london,20,ZA,1602430227,59,-33.02,27.91,16.0,3.1
288,yumen,12,CN,1602430281,59,40.28,97.2,4.24,2.87
138,mazagao,40,BR,1602430715,59,-0.12,-51.29,33.0,4.1
158,carballo,40,ES,1602430719,59,43.21,-8.69,16.0,5.7
482,oktyabrskiy,18,RU,1602430787,58,54.48,53.47,7.19,2.84
165,sinnamary,3,GF,1602430720,58,5.38,-52.95,30.92,4.44
95,roma,1,US,1602430706,58,43.21,-75.46,12.22,1.5
325,nisia floresta,40,BR,1602430755,58,-6.09,-35.21,30.0,5.1
203,port lincoln,100,AU,1602430248,58,-34.73,135.87,18.41,5.93
50,touros,40,BR,1602430332,58,-5.2,-35.46,30.0,5.1
318,pirgos,9,GR,1602430754,58,35.12,25.72,24.44,0.89
356,moyale,37,KE,1602430240,58,3.52,39.06,24.6,1.83
36,taltal,21,CL,1602430327,58,-25.4,-70.48,16.91,1.9
303,ancud,0,CL,1602430288,58,-41.87,-73.82,12.0,2.1
105,ponta do sol,40,PT,1602430243,57,32.67,-17.1,24.0,7.2
415,krasnogorsk,75,RU,1602430773,57,55.82,37.32,12.78,5.0
285,ajdabiya,83,LY,1602430746,57,30.76,20.23,22.5,3.56
226,lebu,0,CL,1602430225,57,-37.62,-73.65,13.34,9.46
135,akhnur,5,IN,1602430714,57,32.87,74.73,27.0,1.0
127,balaka,69,MW,1602430713,57,-14.98,34.96,27.15,5.6
275,marsa matruh,40,EG,1602430744,57,31.35,27.25,26.0,4.6
246,vila velha,75,BR,1602430247,57,-20.33,-40.29,25.0,7.2
78,castro,3,BR,1602430060,56,-24.79,-50.01,20.42,3.0
413,karratha,0,AU,1602430253,56,-20.74,116.85,23.99,5.86
112,ourem,0,PT,1602430710,56,39.64,-8.59,25.0,7.7
13,surt,100,LY,1602430692,56,31.21,16.59,26.43,8.28
499,sao joao da barra,90,BR,1602430306,56,-21.64,-41.05,23.0,5.1
390,ponta delgada,40,PT,1602430248,56,37.73,-25.67,22.0,4.6
238,vila franca do campo,40,PT,1602430736,56,37.72,-25.43,22.0,4.6
361,maliq,20,AL,1602430763,56,40.71,20.7,21.0,2.6
529,puerto ayacucho,0,VE,1602430797,55,5.66,-67.62,32.5,0.7
277,olinda,20,BR,1602430490,55,-8.01,-34.86,31.0,4.6
38,albany,36,US,1602429985,55,42.6,-73.97,12.22,3.45
234,porto velho,20,BR,1602430735,55,-8.76,-63.9,32.0,2.1
384,green river,90,US,1602430767,55,41.53,-109.47,1.0,9.3
295,ilhabela,0,BR,1602430749,54,-23.78,-45.36,23.07,3.16
174,warrington,40,GB,1602430722,54,53.39,-2.58,15.0,5.7
421,quesada,20,CR,1602430775,54,10.32,-84.43,27.0,5.7
185,liverpool,40,GB,1602430203,54,53.41,-2.98,15.0,5.7
10,punta arenas,32,CL,1602430229,54,-53.15,-70.92,12.0,21.6
463,zhangye,0,CN,1602430783,54,38.93,100.45,6.2,0.4
189,ciudad bolivar,3,VE,1602430725,54,8.12,-63.55,32.21,2.86
167,george,20,ZA,1602430721,54,-33.96,22.46,15.0,8.2
369,pervomayskiy,100,RU,1602430764,54,53.25,40.29,11.3,4.07
326,muros,0,ES,1602430755,54,42.78,-9.06,18.89,3.13
34,hermanus,99,ZA,1602430226,53,-34.42,19.23,18.33,4.47
276,bayan,5,CN,1602430744,53,46.08,127.4,7.78,3.68
455,urumqi,0,CN,1602430782,52,43.8,87.6,8.0,2.0
125,cayenne,20,GF,1602430102,52,4.93,-52.33,33.0,3.6
517,saint-raymond,40,CA,1602430795,52,45.47,-73.61,8.0,5.1
490,westport,1,US,1602430789,52,41.14,-73.36,19.0,5.1
440,lusambo,80,CD,1602430779,52,-4.97,23.45,29.05,0.22
64,chuy,20,UY,1602430262,52,-33.7,-53.46,19.13,5.42
24,bredasdorp,66,ZA,1602430012,51,-34.53,20.04,16.0,9.8
478,acarau,13,BR,1602430786,51,-2.89,-40.12,31.15,7.3
191,alice springs,0,AU,1602430277,51,-23.7,133.88,15.0,3.29
124,la mana,20,EC,1602430712,50,-0.93,-79.22,14.0,6.7
93,arraial do cabo,75,BR,1602430232,50,-22.97,-42.03,24.0,4.1
103,saquarema,75,BR,1602430708,50,-22.92,-42.51,24.0,4.1
90,cobija,0,BO,1602430705,50,-11.03,-68.77,35.0,2.1
221,maceio,2,BR,1602430732,49,-9.67,-35.74,33.0,6.7
331,emirdag,0,TR,1602430756,49,39.02,31.15,18.72,1.27
5,sanghar,19,PK,1602430690,49,26.05,68.95,32.0,2.1
281,sarhari,70,PK,1602430745,49,26.1,68.48,32.0,2.1
472,lethem,1,GY,1602430785,48,3.38,-59.8,33.34,3.28
214,sept-iles,75,CA,1602430208,48,50.2,-66.38,5.56,6.2
44,veshenskaya,100,RU,1602430697,48,49.63,41.73,14.89,4.62
452,malanje,50,AO,1602430781,48,-9.54,16.34,27.8,1.44
205,oranjemund,0,NA,1602430292,48,-28.55,16.43,18.18,11.23
110,constitucion,0,CL,1602430710,48,-35.33,-72.42,17.47,6.52
432,ridgecrest,1,US,1602430777,47,35.62,-117.67,17.78,1.5
80,hami,0,CN,1602430283,47,42.8,93.45,7.19,2.97
218,deder,0,ET,1602430732,47,9.32,41.45,15.39,3.41
126,kununurra,28,AU,1602430713,47,-15.77,128.73,25.0,6.33
8,banamba,64,ML,1602430691,46,13.55,-7.45,31.66,5.35
290,edd,3,ER,1602430747,46,13.93,41.69,31.85,3.44
74,san severo,40,IT,1602430703,46,41.69,15.38,22.0,5.7
292,kashi,75,CN,1602430748,46,39.45,75.98,12.0,5.0
161,hurghada,1,EG,1602430585,46,27.26,33.81,32.0,5.7
330,ardahan,100,TR,1602430756,45,41.11,42.7,11.85,1.29
235,toktogul,1,KG,1602430735,45,41.87,72.94,11.31,0.64
19,korla,100,CN,1602430283,45,41.76,86.15,9.55,1.11
459,nioro,0,GM,1602430783,44,13.35,-15.75,34.42,0.95
483,zhezkazgan,28,KZ,1602430787,43,47.8,67.71,10.38,3.72
223,san cristobal,20,VE,1602430470,43,7.77,-72.22,32.0,10.3
510,tamala,100,RU,1602430793,42,52.54,43.25,11.39,5.82
216,odweyne,2,SO,1602430259,41,9.41,45.06,26.53,6.98
210,santa cruz,20,BO,1602430730,41,-17.8,-63.17,35.0,7.7
297,broken hill,0,AU,1602430749,41,-31.95,141.43,16.0,1.5
321,zhanakorgan,46,KZ,1602430754,41,43.91,67.25,10.5,4.73
257,arroyo,4,ES,1602430740,41,41.61,-4.8,16.11,2.6
3,mokrous,81,RU,1602430690,40,51.23,47.52,11.36,5.39
322,maamba,60,ZM,1602430755,40,-17.37,27.15,29.27,1.36
201,alta floresta,100,BR,1602430728,40,-9.88,-56.09,30.34,2.25
324,great falls,1,US,1602430755,39,47.5,-111.3,8.33,7.7
211,marsabit,22,KE,1602430730,39,2.33,37.99,26.54,4.09
426,bukama,37,CD,1602430775,39,-9.2,25.85,31.44,1.53
143,yafran,0,LY,1602430716,38,32.06,12.53,25.56,4.93
51,cape town,100,ZA,1602429971,37,-33.93,18.42,20.0,6.7
338,baoding,37,CN,1602430758,37,38.85,115.49,13.46,3.26
409,aksu,100,CN,1602430772,37,41.12,80.26,13.02,2.83
533,bitkine,0,TD,1602430798,36,11.98,18.21,33.4,0.74
408,chapada dos guimaraes,45,BR,1602430772,36,-15.46,-55.75,34.0,3.1
306,rio gallegos,20,AR,1602430751,36,-51.62,-69.22,16.0,12.9
416,barao de melgaco,73,BR,1602430774,36,-16.19,-55.97,34.0,3.1
438,bahjoi,47,IN,1602430778,36,28.4,78.62,26.72,0.81
259,asadabad,4,IR,1602430740,35,34.78,48.12,13.12,3.34
304,kaoma,79,ZM,1602430751,35,-14.78,24.8,28.07,2.77
134,monzon,20,ES,1602430714,34,41.91,0.19,19.0,10.3
270,luderitz,5,NA,1602430742,34,-26.65,15.16,21.31,12.41
323,mashhad,0,IR,1602430532,34,36.3,59.61,9.0,3.1
424,gazanjyk,0,TM,1602430775,34,39.24,55.52,13.76,7.83
55,saint george,1,US,1602429983,33,37.1,-113.58,15.0,0.59
67,viedma,0,AR,1602430701,33,-40.81,-63.0,19.44,1.34
344,tahoua,20,NE,1602430759,32,14.89,5.27,36.0,2.1
71,saldanha,82,ZA,1602430278,32,-33.01,17.94,20.0,7.2
375,eloi mendes,0,BR,1602430765,32,-21.61,-45.57,31.14,1.7
437,general pico,0,AR,1602430778,30,-35.66,-63.76,21.23,8.03
175,aripuana,92,BR,1602430722,30,-9.17,-60.63,38.1,1.98
488,iringa,75,TZ,1602430788,30,-7.77,35.7,29.0,5.7
470,catalina,0,US,1602430785,29,32.51,-110.92,25.56,3.23
293,damavand,0,IR,1602430748,29,35.72,52.06,19.0,2.1
385,evora,0,PT,1602430767,28,38.57,-7.9,27.0,6.7
181,rawson,0,AR,1602430151,28,-43.3,-65.1,18.01,4.81
460,concepcion del oro,84,MX,1602430783,28,24.63,-101.42,19.36,1.27
92,palpa,0,PE,1602430706,27,-14.53,-75.19,29.82,4.21
477,puerto madryn,0,AR,1602430786,27,-42.77,-65.04,18.81,4.43
451,codajas,74,BR,1602430781,27,-3.84,-62.06,39.62,1.45
500,vilhena,76,BR,1602430791,27,-12.74,-60.15,38.77,1.22
30,dalbandin,0,PK,1602430695,25,28.89,64.41,17.66,3.58
22,mapiri,23,BO,1602430693,25,-15.25,-68.17,36.36,0.96
419,canutama,37,BR,1602430774,25,-6.53,-64.38,40.42,1.22
31,santa maria del oro,36,MX,1602430695,24,25.93,-105.37,22.03,0.75
310,san rafael,0,AR,1602430752,24,-34.62,-68.33,19.58,5.42
521,abu samrah,0,SY,1602430795,24,35.3,37.18,23.37,2.38
180,cabra,0,ES,1602430723,24,37.47,-4.44,28.0,3.1
184,araouane,89,ML,1602430724,24,18.9,-3.53,34.5,4.46
249,camacupa,3,AO,1602430738,23,-12.02,17.48,29.79,2.26
273,caluquembe,33,AO,1602430743,22,-13.78,14.68,27.42,5.35
527,waddan,92,LY,1602430796,22,29.16,16.14,31.37,4.92
503,riyadh,0,SA,1602430547,21,24.69,46.72,29.0,1.5
418,comodoro rivadavia,25,AR,1602430774,20,-45.87,-67.5,20.0,7.7
351,mizdah,0,LY,1602430263,19,31.45,12.98,30.92,6.37
200,tessalit,93,ML,1602430728,19,20.2,1.01,33.48,5.04
12,rawah,0,IQ,1602430691,19,34.48,41.91,23.17,1.1
85,meadow lake,1,US,1602430705,19,34.8,-106.54,15.0,2.6
33,tiznit,77,MA,1602430695,18,29.58,-9.5,31.91,5.13
244,cheyenne,1,US,1602430654,18,41.14,-104.82,18.33,14.4
471,hukuntsi,0,BW,1602430785,16,-24.0,21.75,26.09,4.22
397,san vicente,0,AR,1602430770,16,-26.62,-54.13,31.07,1.77
479,mmabatho,48,ZA,1602430787,16,-25.85,25.63,26.0,3.6
157,canon city,1,US,1602430659,16,38.44,-105.24,21.0,6.2
177,yulara,1,AU,1602430293,16,-25.24,130.99,21.0,4.1
366,nalut,0,LY,1602430763,14,30.33,10.85,32.01,7.12
468,ambon,98,ID,1602430784,14,-3.7,128.18,26.67,4.33
258,upington,0,ZA,1602430740,12,-28.45,21.26,23.0,1.5
447,mount isa,6,AU,1602430780,12,-20.73,139.5,24.0,4.6
59,adrar,0,MR,1602430247,12,20.5,-10.07,37.37,3.84
72,wagar,0,SD,1602430702,11,16.15,36.2,34.54,3.24
250,shakawe,0,BW,1602430738,9,-18.37,21.85,34.73,1.3
401,arlit,71,NE,1602430770,9,18.74,7.39,38.75,2.11
387,sakakah,0,SA,1602430257,8,29.97,40.21,32.0,3.1
70,taoudenni,0,ML,1602430306,7,22.68,-3.98,41.18,2.76
